profile_id,run,model,intent,reasoning,parse_error,latency_s
B_region_icp,5,openai-gpt-oss-120b,High Intent,Demo request (demo_requests=1) is a strong purchase intent signal despite no email response.,,18.29
C_demo_requests_high,5,openai-gpt-oss-120b,High Intent,"Multiple demo_requests (3), long website_dwell_time (7 min) and a very promising email response indicate strong purchase intent.",,18.42
E_region_non-icp,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for large-scale data analytics and AI integration. The demo request further indicates active interest.,,19.89
B_region_non-icp,5,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) indicates strong purchase interest despite no email response.,,18.38
C_region_icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) and demo requests (2) indicate a medium to large organization actively evaluating solutions, while the email response is very promising, supporting a high purchase intent.",,18.32
B_website_dwell_time_high,4,openai-gpt-oss-120b,High Intent,Long website dwell time (10 min) and a demo request indicate strong purchase interest despite no email response.,,19.61
E_demo_requests_high,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.,,19.56
B_email_response_non-icp,5,openai-gpt-oss-120b,Low Intent,The email_response of 'We’re not interested' outweighs the single demo request and moderate dwell time.,,18.45
E_company_size_low,3,openai-gpt-oss-120b,Low Intent,"Despite a demo request, the low website_dwell_time (1 min) and very small company size (10) suggest limited purchase intent.",,18.83
C_website_dwell_time_low,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The email response ('We're actively evaluating solutions like this') is a strong positive signal, and 2 demo requests suggest a high level of interest.",,18.72
A_industry_icp,1,meta-llama-3.1-8b-instruct,1,"Company size (500) and industry (Software / IT) match our target market, and the email response indicates a positive interest in our services, while the demo request further strengthens the intent signal.",,18.82
D_company_size_low,5,meta-llama-3.1-8b-instruct,High Intent,"Company size is small (10), which often indicates a need for specialized services, and the industry (Energy) is a key focus area for our firm. The customer also showed interest in our services with a 2.5 min website dwell time and 2 demo requests, and a positive email response indicating purchase intent.",,19.59
A_region_non-icp,2,openai-gpt-oss-120b,High Intent,"The lead has a demo_requests count of 1 and a positive email response, indicating strong purchase interest despite moderate website dwell time.",,18.84
B_industry_icp,4,apertus-70b-instruct-2509,Low Intent,Low engagement metrics (no email response) and large company size (5000) may indicate a less urgent need for our services.,,19.79
E_email_response_non-icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 250, which is relatively small, and the industry is Retail, but the region is South America, which may not be a primary market for our services. The website dwell time is 1 min, which is short, and there was only 1 demo request. The email response indicates a lack of interest.",,17.95
B_demo_requests_high,3,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests indicate low engagement. Company size and industry are neutral.,,19.81
C_industry_non-icp,5,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7min, and email response indicates active evaluation.",,18.43
E_company_size_high,3,openai-gpt-oss-120b,Low Intent,The website dwell time of 1 min and only a single demo request indicate limited engagement despite the large company size.,,19.58
B_website_dwell_time_high,3,openai-gpt-oss-120b,High Intent,Long website dwell time (10 min) and a demo request indicate strong purchase interest despite no email response.,,18.87
A_website_dwell_time_low,4,openai-gpt-oss-120b,High Intent,"Demo requests=1 and email_response shows interest, outweighing short website dwell time",,18.69
A_email_response_non-icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company expressed disinterest via email response and has a relatively small company size, which may indicate limited budget for IT consulting services.",,18.53
D_industry_non-icp,1,openai-gpt-oss-120b,High Intent,Multiple demo_requests and a positive email response indicate strong purchase intent despite moderate dwell time.,,19.67
E_industry_non-icp,5,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) combined with a decent website dwell time (website_dwell_time=1 min) indicates strong purchase interest.,,18.87
C_demo_requests_high,2,openai-gpt-oss-120b,High Intent,"Strong signals from demo_requests=3, email_response='very promising', and website_dwell_time=7min indicate high purchase intent.",,19.54
D_region_icp,5,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.,,19.55
A_region_non-icp,5,meta-llama-3.1-8b-instruct,1,"Company size (500) and industry (Finance) indicate a medium to large enterprise with potential for data analytics and AI integration, combined with a 4-minute website dwell time and a positive email response, suggesting a strong interest in our services.",,17.65
E_website_dwell_time_high,4,meta-llama-3.1-8b-instruct,2,"Company size is 250, which is relatively small, and there are no strong engagement metrics, such as high website dwell time or multiple demo requests.",,18.69
C_email_response_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) and demo requests (2) indicate a large organization with interest in our services, while the email response suggests a strong desire to engage further.",,18.99
C_region_non-icp,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) and industry (Healthcare) indicate a medium to large organization with potential for significant data analytics needs, combined with a very promising email response indicating active evaluation of solutions like ours.",,19.31
C_demo_requests_low,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key focus area for our services. The email response is very promising, indicating a high level of interest in solutions like ours.",,18.94
C_company_size_low,3,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (10) and industry (Healthcare) suggest potential for significant impact from our solutions.,,20.07
B_region_icp,2,openai-gpt-oss-120b,High Intent,"The presence of a demo request (demo_requests=1) outweighs the lack of email response, indicating strong purchase intent.",,18.23
C_region_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) and demo requests (2) indicate a medium to large organization actively evaluating solutions, while the email response is very promising, supporting a high purchase intent.",,18.49
C_company_size_high,1,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7 min and email response shows active evaluation.",,19.8
E_company_size_high,5,openai-gpt-oss-120b,Low Intent,"The website dwell time of 1 min is low, indicating limited engagement despite the large company size.",,18.74
C_demo_requests_high,3,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=3, website_dwell_time=7min, and email response indicates active evaluation.",,18.95
D_website_dwell_time_low,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and demo requests (2) indicate a large organization with interest in our services, while the industry (Energy) and region (Asia) are also relevant. The email response suggests a positive engagement with our content.",,18.84
C_industry_non-icp,4,openai-gpt-oss-120b,High Intent,"Strong signals from demo_requests=2, website_dwell_time=7min and email response indicating active evaluation.",,19.19
A_email_response_non-icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company expressed disinterest via email response and has a relatively small company size, which may indicate limited budget for IT consulting services.",,18.49
